Date,Count,Average_lof,Ranking_Factor
2013-04-08,240,129.01091703899172,0.5375454876624655
2013-04-10,226,138.41495781286392,0.6124555655436457
2013-04-16,213,131.14700955628746,0.6157136598886735
2013-04-17,218,134.8850341692797,0.6187386888499068
2013-04-18,225,139.57724777147232,0.6203433234287659
2013-04-02,225,143.3966210441626,0.6373183157518337
