Date,Count,Average_lof,Ranking_Factor
2012-05-10,239,136.25077132692812,0.5700869093176909
2012-05-24,230,134.76326408791834,0.5859272351648623
2012-05-09,228,134.9802398304601,0.592018595747632
2012-05-17,215,130.45155969011014,0.606751440419117
2012-05-07,207,127.50983038534372,0.6159895187697764
2012-05-16,218,135.36637161122786,0.6209466587671003
