Date,Count,Average_lof,Ranking_Factor
2012-06-05,232,135.52755876926366,0.5841705119364813
2012-06-18,222,131.32989490262798,0.5915761031649909
2012-06-11,226,137.85702233713928,0.6099868245006163
2012-06-07,216,132.06964070928632,0.6114335218022515
2012-06-25,214,132.79674073514138,0.6205455174539317
2012-06-12,221,137.72077066387857,0.623170907981351
